query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
"If the GNSS receiver suspects jamming but can still track some satellites, how should NAV fusion treat GPS measurements and what security-monitor coordination is required?",2-hop,graphrag,local,none,1,7433,1628,251,1879,GPS-022;GPS-023;GPS-031;NAV-028;SEC-028;EMS-021,GPS-023;GPS-022;NAV-028;NAV-017;SEC-028;NAV-025;NBC3-NAV-001;STR7-NAV-001;EMS-021;EMS-033;FCC-004;FMS-020;GPS-005;GPS-031;INS-028,15,0,,,,,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,True
"If the GNSS receiver suspects jamming but can still track some satellites, how should NAV fusion treat GPS measurements and what security-monitor coordination is required?",2-hop,agentic-graph,local,none,1,23201,5377,754,6131,GPS-022;GPS-023;GPS-031;NAV-028,NAV-028;NAV-017;STR7-NAV-001;NBC3-NAV-001;NAV-016;GPS-023;GPS-022;GPS-018;GPS-009;GPS-031,10,3,continue,semantic,,,0.5,0.6667,0.5714,0.6667,0.2,4,3,2,2-hop,True
"If the GNSS receiver suspects jamming but can still track some satellites, how should NAV fusion treat GPS measurements and what security-monitor coordination is required?",2-hop,adaptive,local,none,1,28472,5075,946,6021,GPS-022;GPS-023;GPS-031;NAV-028,NAV-028;NAV-017;STR7-NAV-001;NBC3-NAV-001;NAV-016;GPS-023;GPS-022;GPS-031;GPS-018;GPS-009,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=2, trace_kw=False, chain_ind=False, numeric=False)",0.5,0.6667,0.5714,0.6667,0.2,4,3,2,2-hop,True
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,vanilla,local,none,1,6268,543,224,767,STR7-LDG-001;TCS-018;LDG-001,TCS-018;STR7-LDG-001;LDG-001;STR7-INS-003;LDG-002,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,False
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,agentic,local,none,1,29344,6632,940,7572,STR7-LDG-001;TCS-018;LDG-001;TCS-001,ICE-006;ICE-001;ICE-007;ICE-020;ICE-010;EPS-001;EPS-020;EPS-023;EPS-009;EPS-022;STR7-LDG-001;TCS-018;LDG-001;STR7-AUTO-001;LDG-002;LDG-028;ENG-001;TCS-001,18,3,continue,semantic,,,0.75,1.0,0.8571,1.0,0.1667,4,3,2,2-hop,False
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,graphrag,local,none,1,8494,785,307,1092,STR7-LDG-001;TCS-018;LDG-001;TCS-001,TCS-018;STR7-LDG-001;LDG-001;STR7-INS-003;LDG-002;TCS-001;ICE-006;STR-035,8,0,,,,,0.75,1.0,0.8571,1.0,0.375,4,3,2,2-hop,False
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,agentic-graph,local,none,1,24969,6765,618,7383,FCC-001;ICE-001;EPS-001,ICE-006;ICE-001;ICE-007;ICE-020;ICE-012;FCC-001;STR7-FCC-004;STR7-FCC-006;FCC-037;FCC-050;EPS-001;EPS-020;EPS-023;EPS-003;EPS-009,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,False
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,adaptive,local,none,1,30310,7066,938,8004,STR7-LDG-001;TCS-018;LDG-001;TCS-001;LDG-002;STR-035,STR7-LDG-001;TCS-018;LDG-001;STR7-AUTO-001;LDG-028;LDG-001;STR7-LDG-001;TCS-018;STR-035;LDG-002;FUEL-001;TCS-001;CDL-001;PWR-001;EPS-001,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.5,1.0,0.6667,1.0,0.25,6,3,2,2-hop,False
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",2-hop,vanilla,local,none,1,6716,645,223,868,EMS-012;GCS-016;GCS-035,EMS-012;GCS-016;GCS-035;ENG-009;PWR-019,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",2-hop,agentic,local,none,1,18410,3927,484,4411,EMS-012;GCS-016;GCS-035,GCS-035;EMS-012;GCS-016;ENG-040;PWR-033,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",2-hop,graphrag,local,none,1,7979,1874,233,2107,EMS-012;GCS-016;GCS-035,EMS-012;GCS-016;GCS-035;ENG-009;PWR-019;FCC-033;HMI-090;FCC-037;ADS-014;ENG-040;FCC-005;FCC-009;FCC-012;ADS-026;ALX2-FCC-002,15,0,,,,,1.0,1.0,1.0,1.0,0.2,3,3,2,2-hop,True
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",2-hop,agentic-graph,local,none,1,18391,4527,449,4976,EMS-012;GCS-016;GCS-035,GCS-035;GCS-016;EMS-012;ENG-040;PWR-033,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",2-hop,adaptive,local,none,1,38854,3948,526,4474,HMI-090;ADS-014;ADS-023,ADS-023;ADS-015;ADS-014;ADS-004;ADS-022,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,True
How does the ground-vibration test’s identified modal model determine the notch-filter frequencies and widths applied to inertial measurements before inner-loop control?,2-hop,vanilla,local,none,1,9494,670,497,1167,STR-020;STR-026;FCC-027;FCC-039;FCC-056,STR-020;FCC-027;STR-026;FCC-056;FCC-039,5,0,,,,,0.6,1.0,0.75,1.0,0.6,5,3,2,2-hop,True
How does the ground-vibration test’s identified modal model determine the notch-filter frequencies and widths applied to inertial measurements before inner-loop control?,2-hop,agentic,local,none,1,26642,3864,996,4860,STR-020;FCC-027;FCC-039;STR-026;FCC-056,STR-020;FCC-027;STR-026;FCC-056;FCC-039,5,3,continue,semantic,,,0.6,1.0,0.75,1.0,0.6,5,3,2,2-hop,True
How does the ground-vibration test’s identified modal model determine the notch-filter frequencies and widths applied to inertial measurements before inner-loop control?,2-hop,graphrag,local,none,1,25480,1608,444,2052,STR-020;STR-026;FCC-027;FCC-039;FCC-056,STR-020;FCC-027;STR-026;FCC-056;FCC-039;FCC-013;INS-054;INS-004;AUTO-002;AUTO-025;FCC-015;FCC-052;FMS-002;INS-021;INS-034,15,0,,,,,0.6,1.0,0.75,1.0,0.2,5,3,2,2-hop,True
How does the ground-vibration test’s identified modal model determine the notch-filter frequencies and widths applied to inertial measurements before inner-loop control?,2-hop,agentic-graph,local,none,1,35539,2292,664,2956,STR-020;STR-026;FCC-027;FCC-039;FCC-056,STR-020;STR-026;FCC-027;FCC-056;FCC-039,5,0,sufficient,semantic,,,0.6,1.0,0.75,1.0,0.6,5,3,2,2-hop,True
How does the ground-vibration test’s identified modal model determine the notch-filter frequencies and widths applied to inertial measurements before inner-loop control?,2-hop,adaptive,local,none,1,36583,4068,1278,5346,STR-020;STR-026;FCC-027;FCC-039;FCC-056,STR-020;STR-026;FCC-027;FCC-056;FCC-039,5,2,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.6,1.0,0.75,1.0,0.6,5,3,2,2-hop,True
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",2-hop,vanilla,local,none,1,18369,537,279,816,GPS-016;FMS-028;INS-022,FMS-028;NBC3-GPS-001;INS-022;FMS-002;GPS-016,5,0,,,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",2-hop,agentic,local,none,1,23000,3747,625,4372,NAV-007;NAV-016;NAV-017;ALX2-NAV-001,NAV-016;NAV-017;ALX2-NAV-001;NAV-007;NAV-C5,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",2-hop,graphrag,local,none,1,9033,1474,255,1729,GPS-015;GPS-016;INS-022;FMS-028,FMS-028;NBC3-GPS-001;INS-022;FMS-002;GPS-016;NAV-017;NAV-034;INS-021;FCC-013;FCC-043;GPS-001;GPS-015;INS-001;INS-036;INS-054,15,0,,,,,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",2-hop,agentic-graph,local,none,1,24404,4463,784,5247,ALX2-NAV-001;NAV-017;NAV-016;NAV-007;NAV-025,ALX2-NAV-001;NAV-017;NAV-016;NAV-007;NAV-025,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,True
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",2-hop,adaptive,local,none,1,21446,3816,555,4371,FMS-028;GPS-016;INS-022,FMS-028;INS-022;FMS-002;GPS-016;ALX2-NAV-001,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=2, trace_kw=False, chain_ind=False, numeric=True)",0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,vanilla,local,none,1,13662,563,433,996,DLNK-025;FMS-012;NAV-012,FMS-012;DLNK-025;NAV-012;ENG-027;EMS-024,5,0,,,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,agentic,local,none,1,634170,3889,902,4791,DLNK-025;FMS-012,DLNK-025;FMS-012;EMS-024;ENG-027;EMS-035,5,3,continue,semantic,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,True
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,graphrag,local,none,1,17595,1388,539,1927,DLNK-025;ALX2-FMS-001;FMS-012;NAV-012;FCC-024;FMS-041;AUTO-017,FMS-012;DLNK-025;NAV-012;ENG-027;EMS-024;ALX2-FMS-001;FMS-041;NAV-017;AUTO-017;AUTO-025;FCC-024;FMS-001;NAV-006;ENG-022;FCC-013,15,0,,,,,0.4286,1.0,0.6,1.0,0.2,7,3,2,2-hop,True
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,agentic-graph,local,none,1,26229,7638,900,8538,NAV-012;NAV-034;NBC3-ADS-001;NAV-018;ADS-002,NBC3-ADS-001;ADS-017;ADS-002;ADS-025;ADS-014;FCC-038;FCC-032;FCC-040;FCC-010;FCC-049;NAV-012;NAV-C5;NAV-034;NAV-018;NAV-027,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,True
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,adaptive,local,none,1,24861,3713,767,4480,DLNK-025;FMS-012,DLNK-025;FMS-012;EMS-024;ENG-027;EMS-035,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,True
"If spoofing is suspected, how are GPS updates and aircraft control affected, and which monitoring and incident-response actions must follow?",2-hop,vanilla,local,none,1,10160,565,447,1012,INS-028;INS-029;SEC-028;EMS-021;GPS-021,INS-028;INS-029;SEC-028;INS-052;GPS-021,5,0,,,,,0.6,1.0,0.75,0.6667,0.4,5,3,2,2-hop,True
"If spoofing is suspected, how are GPS updates and aircraft control affected, and which monitoring and incident-response actions must follow?",2-hop,agentic,local,none,1,29941,4926,910,5836,GPS-031;GPS-021;GPS-023;GPS-002;FCC-038;FCC-023;FCC-002,GPS-021;GPS-031;GPS-023;GPS-002;GPS-003;ALX2-FCC-003;FCC-002;FCC-038;NBC3-FCC-004;FCC-023,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,7,3,2,2-hop,True
"If spoofing is suspected, how are GPS updates and aircraft control affected, and which monitoring and incident-response actions must follow?",2-hop,graphrag,local,none,1,12268,1631,535,2166,INS-028;INS-029;SEC-028;EMS-021;EMS-033;SEC-025;GPS-021,INS-028;INS-029;SEC-028;INS-052;GPS-021;FCC-002;INS-002;SEC-025;ADS-001;ADS-003;EMS-021;EMS-033;ENG-010;GCS-001;GPS-001,15,0,,,,,0.4286,1.0,0.6,1.0,0.2,7,3,2,2-hop,True
"If spoofing is suspected, how are GPS updates and aircraft control affected, and which monitoring and incident-response actions must follow?",2-hop,agentic-graph,local,none,1,28403,5688,943,6631,GPS-031;GPS-021;GPS-023;FCC-002;SEC-028,GPS-021;GPS-031;GPS-023;GPS-002;GPS-003;FCC-002;FCC-038;ALX2-FCC-003;NBC3-FCC-004;FCC-056,10,3,continue,semantic,,,0.2,0.3333,0.25,0.0,0.0,5,3,2,2-hop,True
"If spoofing is suspected, how are GPS updates and aircraft control affected, and which monitoring and incident-response actions must follow?",2-hop,adaptive,local,none,1,8951,565,304,869,INS-028;INS-029;SEC-028;EMS-021,INS-028;INS-029;SEC-028;INS-052;GPS-021,5,0,,,vanilla,R5: numeric_hint + single_module (GPS) → top-K,0.75,1.0,0.8571,0.6667,0.4,4,3,2,2-hop,True
"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",2-hop,vanilla,local,none,1,7754,597,320,917,SEC-020;BIT-033;FMS-006,FMS-006;BIT-033;INS-013;INS-002;SEC-020,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",2-hop,agentic,local,none,1,27436,5131,758,5889,NAV-007;NAV-031;NAV-028;ICE-019,ICE-019;ICE-020;ICE-012;ICE-017;ICE-001;NAV-033;NAV-028;NAV-031;NAV-C5;NAV-007,10,2,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",2-hop,graphrag,local,none,1,8540,1680,232,1912,BIT-033;SEC-020;FMS-006;FMS-010,FMS-006;BIT-033;INS-013;INS-002;SEC-020;PWR-032;EPS-015;SEC-018;ADS-001;ADS-003;APM-009;EMS-005;EPS-006;FMS-010;FMS-042,15,0,,,,,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",2-hop,agentic-graph,local,none,1,21544,4419,533,4952,SEC-020;BIT-033;SEC-018;SEC-004;NAV-031,BIT-033;SEC-004;SEC-018;INS-002;BIT-034;NAV-033;NAV-028;NAV-031;NAV-C5;NAV-007,10,1,sufficient,semantic,,,0.4,0.6667,0.5,0.3333,0.1,5,3,2,2-hop,True
"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",2-hop,adaptive,local,none,1,28761,5426,881,6307,SEC-020;BIT-033;SEC-004;SEC-018,BIT-033;SEC-004;SEC-018;PLD-035;INS-002;NAV-033;NAV-C5;NAV-028;NAV-031;NAV-007,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.5,0.6667,0.5714,0.3333,0.1,4,3,2,2-hop,True
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,vanilla,local,none,1,12460,571,447,1018,NAV-020;EOIR-014;EOIR-029,NAV-020;EOIR-014;EOIR-029;INS-C5;GCS-012,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,agentic,local,none,1,2507,160,119,279,,,0,0,sufficient,id_lookup,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,True
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,graphrag,local,none,1,12550,1668,505,2173,NAV-020;EOIR-014;EOIR-029,NAV-020;EOIR-014;EOIR-029;INS-C5;GCS-012;ALX2-GPS-001;SAR-024;EOIR-001;FMS-034;NAV-029;SAR-009;SKT1-PLD-001;CDL-031;DLNK-006;FDR-016,15,0,,,,,1.0,1.0,1.0,1.0,0.2,3,3,2,2-hop,True
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,agentic-graph,local,none,1,3878,160,102,262,,,0,0,sufficient,id_lookup,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,True
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,adaptive,local,none,1,9781,571,447,1018,NAV-020;EOIR-014;EOIR-029,NAV-020;EOIR-014;EOIR-029;INS-C5;GCS-012,5,0,,,vanilla,R2: explicit_id (1) + no_traceability_kw → cheap top-K,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
How are authenticated operator mode-change commands from the ground station routed through the data link to engage autopilot modes requiring explicit operator authorization?,2-hop,vanilla,local,none,1,8086,491,312,803,GCS-009;ICE-019;SEC-010;AUTO-006,AUTO-006;ICE-019;FCC-007;GCS-009;AUTO-021,5,0,,,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
How are authenticated operator mode-change commands from the ground station routed through the data link to engage autopilot modes requiring explicit operator authorization?,2-hop,agentic,local,none,1,37610,6225,1076,7301,CDL-030;ICE-019;FCC-040;SEC-010;FCC-011;FCC-007;FCC-032;FCC-037,ADS-023;ADS-002;ADS-C5;ADS-016;ADS-001;FCC-032;FCC-007;FCC-011;FCC-040;FCC-037;ICE-019;ICE-020;ICE-017;ICE-016;ICE-005,15,3,continue,semantic,,,0.25,0.6667,0.3636,0.3333,0.0667,8,3,2,2-hop,True
How are authenticated operator mode-change commands from the ground station routed through the data link to engage autopilot modes requiring explicit operator authorization?,2-hop,graphrag,local,none,1,10046,1338,327,1665,GCS-009;CDL-030;SEC-010;AUTO-006;AUTO-020;AUTO-022;CDL-006,AUTO-006;ICE-019;FCC-007;GCS-009;AUTO-021;ENG-022;AUTO-022;LGT-014;APM-009;AUTO-001;AUTO-020;AUTO-025;AUTO-039;CDL-006;CDL-030,15,0,,,,,0.2857,0.6667,0.4,1.0,0.2,7,3,2,2-hop,True
How are authenticated operator mode-change commands from the ground station routed through the data link to engage autopilot modes requiring explicit operator authorization?,2-hop,agentic-graph,local,none,1,35692,6927,898,7825,CDL-030;ICE-019;SEC-010;FCC-011;CDL-035;FCC-040;FCC-032;FCC-007;AUTO-010;AUTO-001;FMS-030;FCC-037,ADS-023;ADS-002;ADS-C5;ADS-014;ADS-022;FCC-032;FCC-007;FCC-011;FCC-040;FCC-037;ICE-019;ICE-020;ICE-017;ICE-016;ICE-005,15,3,continue,semantic,,,0.1667,0.6667,0.2667,0.3333,0.0667,12,3,2,2-hop,True
How are authenticated operator mode-change commands from the ground station routed through the data link to engage autopilot modes requiring explicit operator authorization?,2-hop,adaptive,local,none,1,10701,1338,269,1607,GCS-009;CDL-030;SEC-010;AUTO-006;CDL-006;AUTO-022,AUTO-006;ICE-019;FCC-007;GCS-009;AUTO-021;ENG-022;AUTO-022;LGT-014;APM-009;AUTO-001;AUTO-020;AUTO-025;AUTO-039;CDL-006;CDL-030,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.3333,0.6667,0.4444,1.0,0.2,6,3,2,2-hop,True
"In battery-only flight, what SoC data path and update rate support critical-battery RTB, and how does the power subsystem’s SoC monitoring relate to mode-entry constraints?",2-hop,vanilla,local,none,1,11355,772,492,1264,EMS-016;EPS-007;PWR-031;APM-002;EMS-002,EMS-016;PWR-031;EPS-007;APM-002;EMS-002,5,0,,,,,0.2,0.3333,0.25,0.3333,0.2,5,3,2,2-hop,True
"In battery-only flight, what SoC data path and update rate support critical-battery RTB, and how does the power subsystem’s SoC monitoring relate to mode-entry constraints?",2-hop,agentic,local,none,1,20425,2863,668,3531,EPS-020;AUTO-022;EPS-011;EPS-007;EPS-012,EPS-011;EPS-007;EPS-020;EPS-022;EPS-012;FCC-011;FCC-040;FCC-007;FCC-010;FCC-009,10,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,True
