query,pipeline,repeat,query_type,gemini_judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
Where did Paulding Farnham's wife die?,vanilla,0,2-hop,2026-08-21,True,The answer accurately reflects that the retrieved contexts do not provide the death location of Paulding Farnham's wife.,1014,2026-08-20,True,All claims about the lack of information are supported by the retrieved contexts.,689
What is the place of birth of Oliver Penrose's father?,vanilla,0,2-hop,2026-08-21,True,The answer accurately reflects the retrieved contexts by identifying Oliver Penrose's father and correctly stating that his place of birth is not provided.,1395,2026-08-20,True,The answer only references information present in the contexts and correctly states that Lionel Penrose’s place of birth is not provided.,987
"Who is younger, Adam Morawski or Matt Kilcullen?",vanilla,0,1-hop,2026-08-21,True,All facts and birth dates comparing the ages of Adam Morawski and Matt Kilcullen are fully supported by the retrieved contexts.,1013,2026-08-20,True,Both birthdates are present in the retrieved contexts and comparison is supported.,637
Which award the director of film Solstice (Film) received?,vanilla,0,2-hop,2026-08-21,True,All factual statements in the answer are accurate and fully supported by the provided context.,1236,2026-08-20,True,All claims are strictly based on and supported by the retrieved contexts.,873
"Are director of film The Case Is Closed, Forget It and director of film Le Signorine Dello 04 from the same country?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately reflects the information provided in the context and correctly points out the absence of the directors' nationalities.,1415,2026-08-20,False,"The answer claims the directors' nationalities are not stated, but context supports they directed Italian films, implying they are likely Italian; claiming nationality is not established is unsupporte",1050
Who is the father of the director of film Dino Ki Dulhaniya?,vanilla,0,2-hop,2026-08-21,True,The answer accurately reflects the retrieved contexts by identifying Mehreen Jabbar as the director and stating that her father's identity is not provided.,1762,2026-08-20,True,All claims in the answer are directly supported by the retrieved context.,1428
Are both directors of films Dead Man Running and Night Alone from the same country?,vanilla,0,3+-hop,2026-08-21,True,All factual claims made in the answer are directly supported by the retrieved contexts.,1326,2026-08-20,True,The answer correctly uses only the provided contexts and states that the nationality of the directors is not given.,886
Do director of film Brain Damage (Film) and director of film The Hole In The Ground (Film) have the same nationality?,vanilla,0,3+-hop,2026-08-21,False,The claim that the directors have different nationalities is unsupported because Frank Henenlotter's nationality is not provided in the context.,1289,2026-08-20,True,"The answer correctly notes only Lee Cronin’s nationality is given, and does not add unsupported claims.",752
"Which film has the director who was born later, L'Eclisse or A Matter Of Morals?",vanilla,0,3+-hop,2026-08-21,False,The claim that L'Eclisse has the director who was born later cannot be verified because the birth date of John Cromwell is not provided in the contexts.,1683,2026-08-20,False,The answer asserts which director was born later without providing John Cromwell's birth date from the retrieved contexts.,1215
"Who was born later, Jay T. Harris or Amie Casey?",vanilla,0,1-hop,2026-08-21,True,All claims regarding the birth dates of Amie Casey and Jay T. Harris are directly supported by the retrieved contexts.,999,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,648
Where was the director of film Chopsticks (Film) born?,vanilla,0,2-hop,2026-08-21,True,The answer accurately states that the retrieved context identifies Sachin Yardi as the director but does not provide his birthplace.,1284,2026-08-20,True,"The answer accurately states that the director's birthplace is not present in any of the retrieved contexts, and names only the director and relevant context.",1049
"Which film whose director was born first, Flesh And The Spur or Memories Of A Mexican?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately reports director names from the context and correctly states that birth dates are missing.,1209,2026-08-20,True,The answer correctly states that the directors' birth dates are not present in the retrieved contexts and only refers to information given.,918
Who is the father of Alexios Iii Angelos?,vanilla,0,2-hop,2026-08-21,False,The retrieved contexts establish that Isaac II Angelos was Alexios III's brother and that their father was Andronikos Doukas Angelos.,2037,2026-08-20,True,"All claims are consistent with the retrieved contexts, which do not specify the father of Alexios III Angelos.",1343
"Which magazine came out first, Family Herald or Books For Keeps?",vanilla,0,1-hop,2026-08-21,True,All claims about the launch dates and relative timing of Family Herald and Books for Keeps are directly supported by the context.,1086,2026-08-20,True,All claims about the launch dates of Family Herald and Books for Keeps are directly supported by the retrieved contexts.,775
"Which film has the director born earlier, Trail To Vengeance or Sally'S Irish Rogue?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately states the directors provided in the context and correctly identifies that their birth dates are not present.,1195,2026-08-20,True,All factual claims in the answer are directly supported by the retrieved contexts.,889
Where was the composer of film Billy Elliot born?,vanilla,0,2-hop,2026-08-21,True,The answer accurately cites Stephen Warbeck as the composer from the context and correctly states that his birthplace is not provided.,1368,2026-08-20,True,The answer accurately states that Stephen Warbeck is the composer and that his birthplace is not mentioned in the provided context.,1024
"Which film has the director who is older than the other, Velli Vizha or A Year Ago In Winter? ",vanilla,0,3+-hop,2026-08-21,True,The answer accurately reflects the information in the contexts and correctly states that the directors' birth dates or ages are not provided.,1256,2026-08-20,True,The answer only uses factual claims explicitly stated in the retrieved contexts and correctly states that director ages are not present.,896
"Which film came out earlier, Kalyana Mandapam or Lucrèce Borgia?",vanilla,0,1-hop,2026-08-21,True,All release years and comparisons mentioned in the answer are directly supported by the retrieved contexts.,1467,2026-08-20,False,"The context includes a 1935 Lucrèce Borgia film, which is earlier than the ones directly compared in the answer.",915
"Which film was released more recently, Bhanwarey or Harlem Nights?",vanilla,0,1-hop,2026-08-21,True,The answer accurately compares the release dates of both films based on the retrieved contexts.,1629,2026-08-20,True,Both release dates are explicitly stated in the retrieved contexts.,1288
"Which film has the director who was born first, Valley Of The Redwoods or The Law Of Men?",vanilla,0,3+-hop,2026-08-21,True,"All claims are fully supported by the retrieved contexts, which lack the birth dates needed to answer the question.",920,2026-08-20,True,"All claims are directly supported by the retrieved contexts, which do not contain birth date information for either director.",642
"Which film has the director who was born earlier, The Blackmailers or Re-Animator?",vanilla,0,3+-hop,2026-08-21,True,"All statements in the answer accurately reflect the provided contexts, correctly noting that the birth dates of the directors are missing.",1570,2026-08-20,True,The answer accurately states what is and is not supported by the retrieved contexts without adding unsupported claims.,1288
Are Graduate University Of Advanced Technology and Fruita Schoolhouse located in the same country?,vanilla,0,1-hop,2026-08-21,True,All factual statements and cited sources are directly supported by the retrieved contexts.,897,2026-08-20,True,Both location claims are explicitly supported by the retrieved contexts.,612
Who is Paolo Ii Vitelli's maternal grandfather?,vanilla,0,2-hop,2026-08-21,True,The answer accurately identifies Troilo I de' Rossi as Paolo II Vitelli's maternal grandfather using facts and citations directly supported by the context.,1262,2026-08-20,True,All claims about Paolo II Vitelli's maternal grandfather being Troilo I de' Rossi are directly supported by the retrieved contexts.,878
