query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,graphrag,2,3+-hop,2026-08-20,True,All claims accurately reflect the retrieved requirements and correctly identify the missing traceability links within the provided context.,2087
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,agentic-graph,2,3+-hop,2026-08-20,True,All claims and requirement citations in the trace chain are fully supported by the retrieved contexts.,2751
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,adaptive,2,3+-hop,2026-08-20,True,All statements in the answer accurately reflect the provided requirements and correctly identify the missing traceability links in the retrieved context.,2103
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",vanilla,2,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved contexts and correctly states that the flight-control BIT requirement is missing.,1076
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",agentic,2,3+-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts and correctly identifies that the specific built-in test requirement tracing to the autopilot mode behavior is not present in the provided text.,2431
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",graphrag,2,3+-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts and correctly identifies the missing trace link for the BIT requirement.,2118
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",agentic-graph,2,3+-hop,2026-08-20,True,The answer accurately cites FCC-006 and FCC-007 from the context and correctly identifies that the context lacks the information to determine the shared security requirement.,2111
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",adaptive,2,3+-hop,2026-08-20,True,"All claims accurately reflect the retrieved contexts, correctly noting that AUTO-006 references SEC-010 while the corresponding BIT requirement tracing to SEC-010 is missing from the provided context.",2599
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",vanilla,2,3+-hop,2026-08-20,True,All factual statements in the answer are accurately supported by the provided contexts.,1383
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",agentic,2,3+-hop,2026-08-20,True,"All claims regarding the requirements (ICE-019, FCC-031, FCC-040) and their relationships to the command/data link allocations are fully supported by the retrieved contexts.",2509
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",graphrag,2,3+-hop,2026-08-20,True,"All claims regarding GCS-034, CDL-030, CDL-033, and CDL-035 are fully supported by the retrieved contexts.",2829
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",agentic-graph,2,3+-hop,2026-08-20,True,All claims and requirement references in the answer are accurately grounded in the retrieved contexts.,2379
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",adaptive,2,3+-hop,2026-08-20,True,"The answer accurately reflects the retrieved contexts, correctly identifying the referenced requirements and properly noting that the ultimate requirement text is missing from the provided set.",1810
