query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,agentic,2,1-hop,2026-08-16,True,"All claims about the actuator runaway detection, disengagement, nulling disturbance, latency, and EMS escalation are supported by FCC-023, FCC-050, and EMS-006 as presented in the retrieved contexts.",1653
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,graphrag,2,1-hop,2026-08-16,False,"The answer claims EMS-006 covers actuator-runaway faults, but the presence of FCC-009 as a required condition is not fully shown in the retrieved contexts; FCC-023 references EMS-006, but not vice ver",1752
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,agentic-graph,2,1-hop,2026-08-16,True,"All claims are supported by the retrieved FCC-023, FCC-050, EMS-002, and EMS-004 contexts, with appropriate references and no extraneous or contradictory details.",1560
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,adaptive,2,1-hop,2026-08-16,True,"All claims (runaway detection threshold and response, emergency-mode transition coordination, and FCC EMERGENCY-mode behavior) are directly supported by the retrieved contexts.",1690
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",vanilla,2,1-hop,2026-08-16,True,"All claims about verification method, transition timing, and operator annunciation are directly supported by EMS-034.",767
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",agentic,2,1-hop,2026-08-16,True,"All claims about verification method, timing, and operator annunciation are directly supported by EMS-034 in the contexts.",773
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",graphrag,2,1-hop,2026-08-16,True,"All claims about verification method, triggers, timing, and requirement IDs are explicitly supported by EMS-034, EMS-006, and FCC-009 in the retrieved contexts.",1884
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",agentic-graph,2,1-hop,2026-08-16,True,"All claims about emergency-mode entry verification, transition timing, operator annunciation, fault-injection, and EMS-006 reference are directly supported by EMS-034.",776
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",adaptive,2,1-hop,2026-08-16,True,All factual claims are directly supported by EMS-034.,756
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,vanilla,2,1-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts, with proper references to EMS-020 and EMS-033.",876
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,agentic,2,1-hop,2026-08-16,True,"All claims directly follow from the retrieved contexts, specifically EMS-020 and EMS-033.",1029
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,graphrag,2,1-hop,2026-08-16,True,"All claims about the structural limit-load envelope, the 500 ms duration, the specific Nz limits, and EMS actions are directly supported by the provided contexts.",1901
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,agentic-graph,2,1-hop,2026-08-16,True,All claims are explicitly supported by the retrieved contexts.,1068
