query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,n_cited,n_gold,hop_count,stratum,is_cross_module
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,graphrag,azure,none,1,15572,1488,851,2339,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011;SAR-001;RADAR-002;SAR-014;ALX2-PLD-001;CDL-024;CDL-030;CDL-031;EOIR-015;EOIR-016;EOIR-020,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011;SAR-001;RADAR-002;SAR-014;ALX2-PLD-001;CDL-024;CDL-030;CDL-031;EOIR-015;EOIR-016;EOIR-020,15,0,,,,,0.1333,0.4,0.2,0.4,15,5,4,3+-hop,True
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,agentic-graph,azure,none,1,17684,6329,545,6874,NAV-030;NAV-002,ADS-017;ADS-016;ADS-003;ADS-004;ADS-021;ICE-008;ICE-002;ICE-001;ICE-012;ICE-020;NAV-002;NAV-014;NAV-003;NAV-004;NAV-030,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,2,5,4,3+-hop,True
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,adaptive,azure,none,1,13619,1488,720,2208,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011;SAR-001;RADAR-002;SAR-014;ALX2-PLD-001;CDL-024;CDL-030;CDL-031;EOIR-015;EOIR-016;EOIR-020,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011;SAR-001;RADAR-002;SAR-014;ALX2-PLD-001;CDL-024;CDL-030;CDL-031;EOIR-015;EOIR-016;EOIR-020,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,0.4,0.2,0.4,15,5,4,3+-hop,True
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",3+-hop,vanilla,azure,none,1,4315,547,169,716,COMM-018;SEC-035;GPS-034;GPS-029;DLNK-017,COMM-018;SEC-035;GPS-034;GPS-029;DLNK-017,5,0,,,,,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",3+-hop,agentic,azure,none,1,31036,6043,1421,7464,FCC-055;FCC-036;GPS-026;PWR-018;GPS-028;INS-037;FCC-034;FCC-009,FCC-009;FCC-007;FCC-055;FCC-006;FCC-052;EPS-001;EPS-006;EPS-018;EPS-010;EPS-002;GPS-029;GPS-034;GPS-026;GPS-023;GPS-028,15,3,continue,semantic,,,0.5,1.0,0.6667,0.5,8,4,3,3+-hop,True
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",3+-hop,graphrag,azure,none,1,12642,1451,631,2082,COMM-018;SEC-035;GPS-034;GPS-029;DLNK-017;PWR-018;FCC-007;GPS-003;AUTO-001;CDL-024;CDL-025;COMM-029;EMS-029;ENG-037;FCC-005,COMM-018;SEC-035;GPS-034;GPS-029;DLNK-017;PWR-018;FCC-007;GPS-003;AUTO-001;CDL-024;CDL-025;COMM-029;EMS-029;ENG-037;FCC-005,15,0,,,,,0.0667,0.25,0.1053,0.25,15,4,3,3+-hop,True
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",3+-hop,agentic-graph,azure,none,1,28264,7837,1102,8939,FCC-055;FCC-036;PWR-018;GPS-026;GPS-028;FCC-009,FCC-009;FCC-007;FCC-055;FCC-006;FCC-052;EPS-001;EPS-006;EPS-018;EPS-010;EPS-002;GPS-029;GPS-026;GPS-028;GPS-008;GPS-023;FCC-036,16,3,continue,semantic,,,0.6667,1.0,0.8,0.75,6,4,3,3+-hop,True
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",3+-hop,adaptive,azure,none,1,12810,1451,552,2003,COMM-018;SEC-035;GPS-034;GPS-029;DLNK-017;PWR-018;FCC-007;GPS-003;AUTO-001;CDL-024;CDL-025;COMM-029;EMS-029;ENG-037;FCC-005,COMM-018;SEC-035;GPS-034;GPS-029;DLNK-017;PWR-018;FCC-007;GPS-003;AUTO-001;CDL-024;CDL-025;COMM-029;EMS-029;ENG-037;FCC-005,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0667,0.25,0.1053,0.25,15,4,3,3+-hop,True
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",3+-hop,vanilla,azure,none,1,6381,546,275,821,SEC-014;CDL-003;CDL-001;FDR-055;COMM-018,SEC-014;CDL-003;CDL-001;FDR-055;COMM-018,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",3+-hop,agentic,azure,none,1,20483,5514,797,6311,FCC-011;SEC-010;FCC-031;ICE-019;CDL-030;SEC-003;SEC-008,FCC-001;FCC-004;FCC-011;FCC-031;FCC-047;ICE-019;ICE-012;ICE-001;ICE-006;ICE-013;ADS-001;ADS-004;ADS-017;ADS-021;ADS-020,15,3,continue,semantic,,,0.2857,0.5,0.3636,0.25,7,4,4,3+-hop,True
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",3+-hop,graphrag,azure,none,1,8803,1574,354,1928,SEC-014;CDL-003;CDL-001;FDR-055;COMM-018;CDL-012;SEC-028;COMM-024;CDL-024;COMM-002;COMM-029;DLNK-002;EMS-021;EMS-033;FCC-044,SEC-014;CDL-003;CDL-001;FDR-055;COMM-018;CDL-012;SEC-028;COMM-024;CDL-024;COMM-002;COMM-029;DLNK-002;EMS-021;EMS-033;FCC-044,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",3+-hop,agentic-graph,azure,none,1,22518,8207,717,8924,COMM-019;SEC-010;CDL-003;SEC-014;SEC-028;EMS-021;EMS-033,SEC-014;SEC-028;COMM-018;SEC-015;CDL-003;CDL-001;SEC-035;FDR-055;COMM-019;DLNK-003;CDL-024;COMM-029;GPS-009;RADAR-009;EMS-021;EMS-033;GPS-022;GPS-023;INS-029;NAV-028,20,3,continue,semantic,,,0.2857,0.5,0.3636,0.25,7,4,4,3+-hop,True
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",3+-hop,adaptive,azure,none,1,10667,1574,461,2035,SEC-014;CDL-003;CDL-001;FDR-055;COMM-018;CDL-012;SEC-028;COMM-024;CDL-024;COMM-002;COMM-029;DLNK-002;EMS-021;EMS-033;FCC-044,SEC-014;CDL-003;CDL-001;FDR-055;COMM-018;CDL-012;SEC-028;COMM-024;CDL-024;COMM-002;COMM-029;DLNK-002;EMS-021;EMS-033;FCC-044,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",3+-hop,vanilla,azure,none,1,9425,478,505,983,SEC-014;SEC-012;HMI-030;HMI-009;SEC-035,SEC-014;SEC-012;HMI-030;HMI-009;SEC-035,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,False
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",3+-hop,agentic,azure,none,1,14580,2319,707,3026,HMI-037;SEC-022;FMS-022;FDR-012;SEC-020,SEC-014;SEC-035;HMI-030;SEC-012;HMI-009;FDR-055;FDR-012;HMI-037;SEC-022;FMS-022,10,0,sufficient,semantic,,,0.2,0.25,0.2222,0.0,5,4,4,3+-hop,False
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",3+-hop,graphrag,azure,none,1,11035,1243,498,1741,SEC-014;SEC-012;HMI-030;HMI-009;SEC-035;HMI-037;FDR-055;SEC-022;ENG-037;FCC-044;FMS-003;FMS-022;FMS-035;HMI-210;SEC-015,SEC-014;SEC-012;HMI-030;HMI-009;SEC-035;HMI-037;FDR-055;SEC-022;ENG-037;FCC-044;FMS-003;FMS-022;FMS-035;HMI-210;SEC-015,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,False
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",3+-hop,agentic-graph,azure,none,1,26673,7560,1096,8656,HMI-030;FMS-003;SEC-022;FMS-035;SEC-020;FMS-022;GCS-011;HMI-037,SEC-014;SEC-012;SEC-035;HMI-030;FDR-055;HMI-037;HMI-009;FDR-012;FMS-022;SEC-022;CDL-030;CDL-040;GCS-011;FMS-003,14,3,continue,semantic,,,0.125,0.25,0.1667,0.0,8,4,4,3+-hop,False
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",3+-hop,adaptive,azure,none,1,10371,1243,533,1776,SEC-014;SEC-012;HMI-030;HMI-009;SEC-035;HMI-037;FDR-055;SEC-022;ENG-037;FCC-044;FMS-003;FMS-022;FMS-035;HMI-210;SEC-015,SEC-014;SEC-012;HMI-030;HMI-009;SEC-035;HMI-037;FDR-055;SEC-022;ENG-037;FCC-044;FMS-003;FMS-022;FMS-035;HMI-210;SEC-015,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,4,4,3+-hop,False
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,vanilla,azure,none,1,12782,629,704,1333,SEC-014;SEC-012;AUTO-004;FCC-001;CDL-001,SEC-014;SEC-012;AUTO-004;FCC-001;CDL-001,5,0,,,,,0.0,0.0,0.0,0.0,5,5,4,3+-hop,True
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,agentic,azure,none,1,32560,5839,1210,7049,DO-254;FCC-004;ADS-004;NAV-002;ADS-020;NAV-010;NAV-029;FCC-002;FCC-018;ADS-017;ADS-026;ADS-014,FCC-004;FCC-002;FCC-048;FCC-018;FCC-001;ADS-017;ADS-004;ADS-020;ADS-026;ADS-003;NAV-010;NAV-029;NAV-004;NAV-002;NBC3-NAV-001,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,12,5,4,3+-hop,True
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,graphrag,azure,none,1,14950,1458,725,2183,SEC-014;SEC-012;AUTO-004;FCC-001;CDL-001;SEC-035;CDL-003;FCC-004;CDL-028;COMM-002;DLNK-002;ENG-037;GCS-031;NBC3-NAV-001;SKT1-INS-002,SEC-014;SEC-012;AUTO-004;FCC-001;CDL-001;SEC-035;CDL-003;FCC-004;CDL-028;COMM-002;DLNK-002;ENG-037;GCS-031;NBC3-NAV-001;SKT1-INS-002,15,0,,,,,0.0,0.0,0.0,0.0,15,5,4,3+-hop,True
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,agentic-graph,azure,none,1,140648,5127,1363,6490,SEC-014;SEC-012;AUTO-022;GCS-007;AUTO-025;ENG-022;AUTO-009;FMS-029;AUTO-010;HMI-050;FDR-015;FCC-009;FCC-013;FCC-038,SEC-014;GCS-007;FDR-015;LDG-020;ENG-022;HMI-050;FMS-029;AUTO-025;AUTO-009;SEC-012,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,14,5,4,3+-hop,True
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,adaptive,azure,none,1,22575,5734,966,6700,FCC-004;FCC-002;NAV-002;AUTO-022;NAV-009;ADS-020,FCC-004;FCC-002;FCC-048;FCC-018;FCC-001;ADS-017;ADS-020;ADS-003;ADS-004;ADS-001;NAV-002;NAV-010;NAV-004;NBC3-NAV-001;NAV-009,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",0.0,0.0,0.0,0.0,6,5,4,3+-hop,True
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",3+-hop,vanilla,azure,none,1,10298,476,606,1082,SEC-014;SEC-012;EMS-002;FMS-003;HMI-009,SEC-014;SEC-012;EMS-002;FMS-003;HMI-009,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",3+-hop,agentic,azure,none,1,34868,6067,1530,7597,FCC-002;HMI-020;FCC-003;DO-254;DO-297;FCC-004;GCS-022;AUTO-001;FCC-007;HMI-090;ADS-014;HMI-093;ADS-024,FCC-004;ALX2-FCC-003;FCC-002;FCC-007;FCC-001;ADS-004;ADS-014;STR7-ADS-001;ADS-017;ADS-024;ICE-019;ICE-015;ICE-006;ICE-012;ICE-002,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,13,4,4,3+-hop,True
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",3+-hop,graphrag,azure,none,1,13521,1265,739,2004,SEC-014;SEC-012;EMS-002;FMS-003;HMI-009;HMI-003;HMI-001;AUTO-004;EPS-001;GCS-033;HMI-030;STR-001;APM-002;PWR-002,SEC-014;SEC-012;EMS-002;FMS-003;HMI-009;HMI-003;HMI-001;AUTO-004;EPS-001;GCS-033;HMI-030;STR-001;APM-002;PWR-002,14,0,,,,,0.0,0.0,0.0,0.0,14,4,4,3+-hop,True
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",3+-hop,agentic-graph,azure,none,1,25083,6249,967,7216,FCC-002;HMI-020;FCC-003;ICE-019;FCC-004;HMI-090;ADS-014,FCC-004;ALX2-FCC-003;FCC-002;FCC-007;FCC-001;ADS-014;ADS-004;ADS-017;ADS-026;STR7-ADS-001;ICE-019;ICE-006;ICE-012;ICE-015;ICE-002,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,7,4,4,3+-hop,True
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",3+-hop,adaptive,azure,none,1,13243,1265,619,1884,SEC-014;SEC-012;EMS-002;FMS-003;HMI-009;HMI-003;HMI-001;AUTO-004;EPS-001;GCS-033;HMI-030;STR-001;APM-002;PWR-002,SEC-014;SEC-012;EMS-002;FMS-003;HMI-009;HMI-003;HMI-001;AUTO-004;EPS-001;GCS-033;HMI-030;STR-001;APM-002;PWR-002,14,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,14,4,4,3+-hop,True
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",3+-hop,vanilla,azure,none,1,8708,528,405,933,FDR-055;FDR-001;SEC-035;AUTO-004;SEC-014,FDR-055;FDR-001;SEC-035;AUTO-004;SEC-014,5,0,,,,,0.0,0.0,0.0,0.0,5,3,3,3+-hop,True
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",3+-hop,agentic,azure,none,1,30780,6059,1435,7494,CDL-030;ICE-019;FDR-017;ICE-017;FDR-008;FCC-012;FCC-047,ICE-012;ICE-017;ICE-001;ICE-019;ICE-008;FCC-012;FCC-047;FCC-004;FCC-001;FCC-C5;ADS-004;ADS-001;ADS-021;ADS-017;ADS-020,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,7,3,3,3+-hop,True
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",3+-hop,graphrag,azure,none,1,9617,1324,411,1735,FDR-055;FDR-001;SEC-035;AUTO-004;SEC-014;FMS-035;LDG-026;CDL-001;BIT-002;COMM-002;DLNK-002;ENG-037;FCC-044;FDR-035;FMS-026,FDR-055;FDR-001;SEC-035;AUTO-004;SEC-014;FMS-035;LDG-026;CDL-001;BIT-002;COMM-002;DLNK-002;ENG-037;FCC-044;FDR-035;FMS-026,15,0,,,,,0.0,0.0,0.0,0.0,15,3,3,3+-hop,True
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",3+-hop,agentic-graph,azure,none,1,21521,4960,1020,5980,CDL-031;FCC-051;FDR-002;FMS-035;FCC-044;SEC-015;SEC-022,FDR-055;CDL-031;COMM-024;LDG-026;FDR-002;FDR-001;FMS-035;SEC-035;CDL-001;CDL-032;FCC-044;SEC-015;FCC-044;SEC-022;EMS-010;FCC-051;FUEL-025;NAV-029;PLD-011;PLD-020,19,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,7,3,3,3+-hop,True
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",3+-hop,adaptive,azure,none,1,8898,1324,405,1729,FDR-055;FDR-001;SEC-035;AUTO-004;SEC-014;FMS-035;LDG-026;CDL-001;BIT-002;COMM-002;DLNK-002;ENG-037;FCC-044;FDR-035;FMS-026,FDR-055;FDR-001;SEC-035;AUTO-004;SEC-014;FMS-035;LDG-026;CDL-001;BIT-002;COMM-002;DLNK-002;ENG-037;FCC-044;FDR-035;FMS-026,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,3,3,3+-hop,True
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,3+-hop,vanilla,azure,none,1,5206,584,219,803,FDR-022;FMS-004;SEC-035;AUTO-004;NAV-002,FDR-022;FMS-004;SEC-035;AUTO-004;NAV-002,5,0,,,,,0.0,0.0,0.0,0.0,5,5,4,3+-hop,True
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,3+-hop,agentic,azure,none,1,17924,5658,593,6251,FCC-012;FDR-008;NAV-002,FCC-007;FCC-004;FCC-012;FCC-032;NBC3-FCC-004;NAV-005;NAV-008;NAV-002;NBC3-NAV-001;STR7-NAV-001;GPS-034;GPS-006;GPS-003;GPS-008;NBC3-GPS-002,15,2,sufficient,semantic,,,0.0,0.0,0.0,0.0,3,5,4,3+-hop,True
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,3+-hop,graphrag,azure,none,1,7066,1551,242,1793,FDR-022;FMS-004;SEC-035;AUTO-004;NAV-002;GPS-006;COMM-018;NAV-008;ADS-020;CDL-024;COMM-029;ENG-037;FMS-006;GPS-009;GPS-030,FDR-022;FMS-004;SEC-035;AUTO-004;NAV-002;GPS-006;COMM-018;NAV-008;ADS-020;CDL-024;COMM-029;ENG-037;FMS-006;GPS-009;GPS-030,15,0,,,,,0.0,0.0,0.0,0.0,15,5,4,3+-hop,True
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,3+-hop,agentic-graph,azure,none,1,17708,6286,617,6903,FCC-012;FDR-008;NAV-002;GPS-028;GPS-002;FDR-022,FCC-007;FCC-004;FCC-012;FCC-032;NBC3-FCC-004;NAV-008;NAV-005;NAV-002;NAV-028;STR7-NAV-001;GPS-003;GPS-034;GPS-028;GPS-006;NBC3-GPS-002,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,6,5,4,3+-hop,True
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,3+-hop,adaptive,azure,none,1,7480,1551,302,1853,FDR-022;FMS-004;SEC-035;AUTO-004;NAV-002;GPS-006;COMM-018;NAV-008;ADS-020;CDL-024;COMM-029;ENG-037;FMS-006;GPS-009;GPS-030,FDR-022;FMS-004;SEC-035;AUTO-004;NAV-002;GPS-006;COMM-018;NAV-008;ADS-020;CDL-024;COMM-029;ENG-037;FMS-006;GPS-009;GPS-030,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,5,4,3+-hop,True
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",3+-hop,vanilla,azure,none,1,4592,607,196,803,FUEL-001;FCC-001;AUTO-004;SEC-035;FUEL-017,FUEL-001;FCC-001;AUTO-004;SEC-035;FUEL-017,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",3+-hop,agentic,azure,none,1,17928,5969,564,6533,FCC-002;FCC-038,ICE-001;ICE-006;ICE-003;ICE-008;ICE-007;FCC-001;FCC-004;FCC-C5;FCC-038;FCC-002;ADS-004;ADS-001;ADS-017;STR7-ADS-001;ADS-005,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,2,4,4,3+-hop,True
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",3+-hop,graphrag,azure,none,1,6610,1493,268,1761,FUEL-001;FCC-001;AUTO-004;SEC-035;FUEL-017;AUTO-001;COMM-018;CDL-001;CDL-024;COMM-002;COMM-029;DLNK-002;ENG-037;FCC-007;GCS-031,FUEL-001;FCC-001;AUTO-004;SEC-035;FUEL-017;AUTO-001;COMM-018;CDL-001;CDL-024;COMM-002;COMM-029;DLNK-002;ENG-037;FCC-007;GCS-031,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",3+-hop,agentic-graph,azure,none,1,26624,8647,548,9195,FUEL-002;STR-038;PLD-003;CDL-001;CDL-030;FCC-031,FUEL-001;FUEL-007;STR-032;FUEL-017;FUEL-002;SEC-035;FCC-001;STR-038;ENG-014;FUEL-013;CDL-001;AUTO-001;AUTO-004;FCC-004;CDL-030;PLD-001;FMS-004;NAV-004,18,3,continue,semantic,,,0.3333,0.5,0.4,0.25,6,4,4,3+-hop,True
